stop_name;direction_id;ligne;stop_id;stop_id_gtfs;stop_name_gtfs;jaccard;distance
VILLIERSBINEAU;1;163;179;StopPoint:59:4022979;VILLIERS  BINEAU;0.0741799;134.7934543
LYSER ET LA SOMME;1;163;180;StopPoint:59:4022977;LYSER ET LA SOMME;0;34.35823006
MARCEL PAUL;1;163;983;StopPoint:59:7069333;MARCEL PAUL;0;7.634699942
PREFECTURE DES HAUTSDESEINE;1;163;906;StopPoint:59:6187669;PREFECTURE DES HAUTSDESEINE;0;8.353082212
NANTERREPREFECTURERER;1;163;908;StopPoint:59:7069331;NANTERRE  PREFECTURE RER;0.049076597;35.63414809
LENS;1;163;909;StopPoint:59:6187689;LENS;0;17.3524964
ARRAS;1;163;910;StopPoint:59:6187657;ARRAS;0;31.24824755
VEUVE LACROIX;1;163;911;StopPoint:59:6187655;VEUVE LACROIX;0;13.61229446
COLLEGE LES CHAMPS PHILIPPE;1;163;912;StopPoint:59:6187698;COLLEGE LES CHAMPS PHILIPPE;0;11.9162839
VERDUN;1;163;913;StopPoint:59:6187702;VERDUN;0;17.55173765
CENTRE MADELEINE DANIELOU;1;163;940;StopPoint:59:4023217;CENTRE MADELEINE DANIELOU;0;26.30263009
COLLEGE PASSYBUZENVAL;1;163;941;StopPoint:59:4023215;COLLEGE PASSY  BUZENVAL;0.044220991;109.8323042
08-may-45;1;163;942;StopPoint:59:5761356;8 MAI 1945;0.454455274;190.4749831
EUGENE SUE;1;163;943;StopPoint:59:4023212;EUGENE SUE;0;270.8924885
LES CHAILLIERS;1;163;944;StopPoint:59:4023981;LES CHAILLIERS;0;156.0561366
PIERRE SERGENT;1;163;945;StopPoint:59:7069310;PIERRE SERGENT;0;89.89435888
SADICARNOTJOLIOTCURIE;1;163;946;StopPoint:59:6456139;SADI CARNOT  JOLIOT CURIE;0.151885476;19.2817173
PALAIS DES SPORTS;1;163;947;StopPoint:59:6456135;PALAIS DES SPORTS;0;110.1673927
FERNAND LEGER;1;163;948;StopPoint:59:4023198;FERNAND LEGER;0;307.1552268
LES FONTENELLES;1;163;949;StopPoint:59:4023196;LES FONTENELLES;0;39.86140655
LES ROSIERS;1;163;950;StopPoint:59:4023194;LES ROSIERS;0;137.1029498
LES TERRASSES;1;163;951;StopPoint:59:4025357;LES TERRASSES;0;75.31318883
LIBERTE;1;163;978;StopPoint:59:4023200;LIBERTE;0;9.008874449
COLLANGE;0;174;955;StopPoint:59:4677625;COLLANGE;0;72.97582323
LA DEFENSE;0;174;3;StopPoint:59:4016736;LA DEFENSEMETRORERTRAMWAY;0.266983334;47.6656108
BOIELDIEU;0;174;9;StopPoint:59:4472660;BOIELDIEU;0;21.11318262
GALLIENI;0;174;5;StopPoint:59:4472661;GALLIENI;0;62.78662505
BELLINI;0;174;6;StopPoint:59:4472662;BELLINI;0;37.63664489
PONT DE NEUILLYRIVE GAUCHE;0;174;7;StopPoint:59:4472663;PONT DE NEUILLY  RIVE GAUCHE;0.024624449;26.79711077
PT NEUILLYMETRO;0;174;31;StopPoint:59:4016742;PONT DE NEUILLYMETRO;0.054389142;108.592086
PT NEUILLY;0;174;32;StopPoint:59:4022995;PONT DE NEUILLY;0.097106102;48.22809401
GENERAL GOURAUD;0;174;118;StopPoint:59:3813030;GENERAL GOURAUD;0;51.37985649
RUE DE LEGLISE;0;174;34;StopPoint:59:3813031;RUE DE LEGLISE;0;33.72953741
SAINTE FOY;0;174;35;StopPoint:59:3749717;SAINTEFOY;0.051316702;25.61584324
EGLISE ST PIERRE;0;174;36;StopPoint:59:4016750;EGLISE SAINTPIERRE;0.051316702;13.80584637
LYCEE PASTEUR;0;174;115;StopPoint:59:4016752;LYCEE PASTEUR;0;37.82843353
INKERMANNBINEAU;0;174;38;StopPoint:59:4016754;INKERMANN  BINEAU;0.055599718;17.35712146
VOLTAIREVILLIERS;0;174;39;StopPoint:59:4017043;VOLTAIRE  VILLIERS;0.054094697;6.594961671
ANATOLE FRANCEMETRO;0;174;40;StopPoint:59:4016758;ANATOLE FRANCE;0.052105347;32.77971681
MAIRIE DE LEVALLOIS;0;174;41;StopPoint:59:4016760;MAIRIE DE LEVALLOIS;0;18.60178854
ARISTIDE BRIAND;0;174;42;StopPoint:59:4016762;ARISTIDE BRIAND;0;7.569182714
MARJOLIN;0;174;43;StopPoint:59:3765176;MARJOLIN;0;21.15099903
TREZEL;0;174;44;StopPoint:59:4016765;TREZEL;0;20.42750128
MAIRIE DE CLICHYMETRO;0;174;49;StopPoint:59:4017047;MAIRIE DE CLICHY  METRO;0.03465478;55.58197613
G LECLERCVILLENEUVEH BEAUJON;0;174;50;StopPoint:59:4016307;GENERAL LECLERC  VILLENEUVEHOPITAL BEAUJON;0.030927965;52.59698822
REPUBLIQUEF MITTERRAND;0;174;51;StopPoint:59:4017024;REPUBLIQUE  FRANCOIS MITTERRAND;0.06730094;46.33279121
GEORGES BOISSEAU;0;174;52;StopPoint:59:4016100;GEORGES BOISSEAU;0;11.65497525
JEAN JAURESVICTOR HUGO;0;174;912;StopPoint:59:4016767;JEAN JAURES  VICTOR HUGO;0.037749551;20.93578617
RUE PETIT;0;174;913;StopPoint:59:4016771;RUE PETIT;0;30.45696964
FOURNIER;0;174;914;StopPoint:59:4016773;FOURNIER;0;61.50800285
RUE DU PORT;0;174;915;StopPoint:59:4016775;RUE DU PORT;0;84.34850563
LEON BLUM;0;174;916;StopPoint:59:4016042;LEON BLUM;0;17.79241107
DANIELLE CASANOVA;0;174;917;StopPoint:59:4016030;DANIELLE CASANOVA;0;42.72782766
MAIRIE DE CLICHY;0;174;926;StopPoint:59:4472758;MAIRIE DE CLICHY;0;22.23637887
VICTOR HUGOSANZILLON;1;174;954;StopPoint:59:4016789;VICTOR HUGO  SANZILLON;0.04967111;12.78321935
GEORGES BOISSEAU;1;174;98;StopPoint:59:4016786;GEORGES BOISSEAU;0;10.21850885
REPUBLIQUEF MITTERRAND;1;174;99;StopPoint:59:4017023;REPUBLIQUE  FRANCOIS MITTERRAND;0.06730094;13.96598476
G LECLERCVILLENEUVEH BEAUJON;1;174;100;StopPoint:59:4016306;GENERAL LECLERC  VILLENEUVEHOPITAL BEAUJON;0.030927965;51.02419991
LANDYMARTRE;1;174;101;StopPoint:59:4016039;LANDY  MARTRE;0.111476683;32.64157627
TREZEL;1;174;106;StopPoint:59:4016766;TREZEL;0;13.39321443
MARJOLIN;1;174;107;StopPoint:59:3765175;MARJOLIN;0;20.70852812
MAIRIE DE LEVALLOIS;1;174;108;StopPoint:59:4016761;MAIRIE DE LEVALLOIS;0;81.33902786
ANATOLE FRANCEMETRO;1;174;109;StopPoint:59:4016759;ANATOLE FRANCE;0.052105347;13.24819954
VOLTAIREVILLIERS;1;174;110;StopPoint:59:4016757;VOLTAIRE  VILLIERS;0.054094697;21.82914461
PLACE DE LA LIBERATION;1;174;112;StopPoint:59:4022983;PLACE DE LA LIBERATION;0;48.48149315
HOPITAL AMERICAIN;1;174;113;StopPoint:59:4016794;HOPITAL AMERICAIN;0;14.7264499
INKERMANNBINEAU;1;174;114;StopPoint:59:4016755;INKERMANN  BINEAU;0.055599718;73.72534961
LYCEE PASTEUR;1;174;37;StopPoint:59:4016753;LYCEE PASTEUR;0;10.7092556
EGLISE ST PIERRE;1;174;116;StopPoint:59:3749714;EGLISE SAINTPIERRE;0.051316702;113.481756
SAINTE FOY;1;174;117;StopPoint:59:3749716;SAINTEFOY;0.051316702;11.60505706
GENERAL GOURAUD;1;174;33;StopPoint:59:3749718;GENERAL GOURAUD;0;22.00818658
PT NEUILLYMETRO;1;174;119;StopPoint:59:4016743;PONT DE NEUILLYMETRO;0.054389142;27.3274992
SAINTOUEN RER;1;174;902;StopPoint:59:4016787;SAINTOUEN RER;0;17.33038459
GABRIEL PERI;1;174;903;StopPoint:59:4016791;GABRIEL PERI;0;55.66781077
RUE DU PORT;1;174;904;StopPoint:59:4016128;RUE DU PORT;0;35.1920428
FOURNIER;1;174;905;StopPoint:59:4016115;FOURNIER;0;20.64458718
RUE PETIT;1;174;906;StopPoint:59:4016125;RUE PETIT;0;45.49409694
COLLANGE;1;174;907;StopPoint:59:4016770;COLLANGE;0;13.32650206
JEAN JAURESVICTOR HUGO;1;174;910;StopPoint:59:4016768;JEAN JAURES  VICTOR HUGO;0.037749551;44.06552059
HOPITAL DU PERPETUEL SECOURS;1;174;777;StopPoint:59:4016792;HOPITAL DU PERPETUEL SECOURS;0;25.97671698
PONT DE NEUILLYRIVE GAUCHE;1;174;911;StopPoint:59:4472698;PONT DE NEUILLY  RIVE GAUCHE;0.024624449;186.0408591
ALSACE;1;174;908;StopPoint:59:4037799;ALSACE;0;21.38797176
GAMBETTA;1;174;909;StopPoint:59:4037800;GAMBETTA;0;9.25957521
PORTE DE SAINT CLOUD;0;175;710;StopPoint:59:4015756;PORTE DE SAINTCLOUD;0.012758879;36.43949108
HENRI MARTIN;0;175;747;StopPoint:59:4015758;HENRI MARTIN;0;25.26144661
RENE DESCARTES;0;175;722;StopPoint:59:4015760;RENE DESCARTES;0;14.74261514
MARCEL SEMBATMETRO;0;175;697;StopPoint:59:3442581;MARCEL SEMBATMETRO;0;11.51393669
HOTEL DE VILLE DE BOULOGNEBILLANCOURT;0;175;670;StopPoint:59:3442583;HOTEL DE VILLE DE BOULOGNEBILLANCOURT;0;131.9817732
ANCIENNE MAIRIE;0;175;736;StopPoint:59:3442585;ANCIENNE MAIRIE DE BOULOGNEBILLANCOURT;0.143013285;53.64268133
RHIN ET DANUBE;0;175;719;StopPoint:59:3442587;RHIN ET DANUBEMETRO;0.065801267;46.08169297
PONT DE ST CLOUDALBERT KAHN;0;175;702;StopPoint:59:4008265;PONT DE SAINTCLOUD  ALBERT KAHN;0.018860939;20.83569935
PARC DE SAINT CLOUD;0;175;675;StopPoint:59:4015771;PARC DE SAINTCLOUD;0.013742065;62.77560703
FEUDON;0;175;708;StopPoint:59:4015773;FEUDON;0;25.71108212
PARC DE BEARN;0;175;682;StopPoint:59:4015775;PARC DE BEARN;0;25.12445768
LAQUEDUC;0;175;739;StopPoint:59:4015777;LAQUEDUC;0;34.6027555
AVENUE DE LONGCHAMP;0;175;714;StopPoint:59:4015779;AVENUE DE LONGCHAMP;0;20.3202958
RUE DU VAL DOR;0;175;689;StopPoint:59:4015781;RUE DU VAL DOR;0;23.22845676
CLAVEL;0;175;661;StopPoint:59:4015782;CLAVEL;0;21.63123622
PONT DE SURESNES;0;175;728;StopPoint:59:4015784;PONT DE SURESNES;0;15.94954647
NIEUPORT;0;175;711;StopPoint:59:4015786;NIEUPORT;0;24.67429874
POMPIDOU;0;175;694;StopPoint:59:4015788;POMPIDOU;0;24.91841406
PONT DE PUTEAUX;0;175;685;StopPoint:59:4015789;PONT DE PUTEAUX;0;177.5101154
SQUARE LEON BLUM;0;175;666;StopPoint:59:4024296;SQUARE LEON BLUM;0;13.62886963
SOLJENITSYNE;0;175;700;StopPoint:59:4024294;SOLJENITSYNE;0;26.6715155
RD7PONT DE NEUILLY;0;175;673;StopPoint:59:4015795;RD 7  PONT DE NEUILLY;0.08208628;28.1032807
PAUL DOUMER;0;175;731;StopPoint:59:4023370;PAUL DOUMER;0;33.56134961
VICTOR HUGO;0;175;706;StopPoint:59:4015798;VICTOR HUGO;0;46.13153864
MAIRIE DE COURBEVOIE;0;175;680;StopPoint:59:4015800;MAIRIE DE COURBEVOIE;0;24.90924902
LA MONTAGNE;0;175;745;StopPoint:59:4015802;LA MONTAGNE;0;17.89808323
PONT BINEAU;0;175;720;StopPoint:59:4015804;PONT BINEAU;0;33.92893559
FRANKLIN;0;175;703;StopPoint:59:4015806;FRANKLIN;0;34.39320811
PLACE MERMOZ;0;175;686;StopPoint:59:4015808;PLACE MERMOZ;0;12.57316868
HAUSSMANN;0;175;676;StopPoint:59:4015810;HAUSSMANN;0;27.85719022
GARE DASNIERES;0;175;657;StopPoint:59:4015812;GARE DASNIERES;0;23.3473309
GALLIENI;0;175;692;StopPoint:59:4015814;GALLIENI;0;56.76046707
MAIRIE DASNIERES;0;175;664;StopPoint:59:4015816;MAIRIE DASNIERES;0;26.98568676
PLACE DES VICTOIRESMARCHE;0;175;723;StopPoint:59:4015818;PLACE DES VICTOIRESMARCHE;0;25.92165787
PLACE VOLTAIRE;0;175;698;StopPoint:59:4016800;PLACE VOLTAIRE;0;139.4995415
GABRIEL PERIMETRO;1;175;744;StopPoint:59:4015823;GABRIEL PERIMETRO;0;52.18960091
PLACE VOLTAIRE;1;175;671;StopPoint:59:4015821;PLACE VOLTAIRE;0;77.46167215
PLACE DES VICTOIRESMARCHE;1;175;737;StopPoint:59:4015819;PLACE DES VICTOIRESMARCHE;0;7.726623732
MAIRIE DASNIERES;1;175;712;StopPoint:59:4015817;MAIRIE DASNIERES;0;93.62500343
GALLIENI;1;175;695;StopPoint:59:4015815;GALLIENI;0;19.30376522
GARE DASNIERES;1;175;677;StopPoint:59:4015813;GARE DASNIERES;0;5.967302024
HAUSSMANN;1;175;667;StopPoint:59:4015811;HAUSSMANN;0;19.23169814
PLACE MERMOZ;1;175;741;StopPoint:59:4015809;PLACE MERMOZ;0;7.887136943
FRANKLIN;1;175;683;StopPoint:59:4015807;FRANKLIN;0;38.16537054
PONT BINEAU;1;175;748;StopPoint:59:4015805;PONT BINEAU;0;27.21203177
LA MONTAGNE;1;175;715;StopPoint:59:4015803;LA MONTAGNE;0;10.49578751
MAIRIE DE COURBEVOIE;1;175;690;StopPoint:59:4015801;MAIRIE DE COURBEVOIE;0;9.981661886
VICTOR HUGO;1;175;662;StopPoint:59:4023373;VICTOR HUGO;0;12.60327657
PAUL DOUMER;1;175;729;StopPoint:59:4023371;PAUL DOUMER;0;58.25166843
RD7PONT DE NEUILLY;1;175;704;StopPoint:59:4015824;RD 7  PONT DE NEUILLY;0.08208628;16.5380074
BELLINI;1;175;687;StopPoint:59:4015825;BELLINI;0;42.44055308
SOLJENITSYNE;1;175;668;StopPoint:59:4024293;SOLJENITSYNE;0;47.8167608
SQUARE LEON BLUM;1;175;658;StopPoint:59:4024295;SQUARE LEON BLUM;0;27.30715296
GODEFROY;1;175;733;StopPoint:59:4015826;GODEFROY;0;38.19347692
PONT DE PUTEAUX;1;175;674;StopPoint:59:6810203;PONT DE PUTEAUX;0;19.67502944
POMPIDOU;1;175;740;StopPoint:59:4015827;POMPIDOU;0;8.953001036
NIEUPORT;1;175;707;StopPoint:59:4015787;NIEUPORT;0;15.83329194
PONT DE SURESNES;1;175;681;StopPoint:59:4015785;PONT DE SURESNES;0;17.52132987
CLAVEL;1;175;746;StopPoint:59:4015783;CLAVEL;0;51.13119281
RUE DU VAL DOR;1;175;721;StopPoint:59:4015828;RUE DU VAL DOR;0;16.46857391
AVENUE DE LONGCHAMP;1;175;696;StopPoint:59:4015780;AVENUE DE LONGCHAMP;0;24.31288128
LAQUEDUC;1;175;678;StopPoint:59:4015778;LAQUEDUC;0;15.73739495
PARC DE BEARN;1;175;659;StopPoint:59:4015776;PARC DE BEARN;0;26.17567179
FEUDON;1;175;742;StopPoint:59:4015774;FEUDON;0;25.57925697
PARC DE SAINT CLOUD;1;175;665;StopPoint:59:4015772;PARC DE SAINTCLOUD;0.013742065;25.24952412
LA COLLINE;1;175;725;StopPoint:59:7069342;LA COLLINE;0;13.60091323
PONT DE SAINTCLOUD RIVE GAUCHE;1;175;732;StopPoint:59:7069343;PONT DE SAINTCLOUD  RIVE GAUCHE;0.005150249;25.09431879
RHIN ET DANUBEMETRO;1;175;699;StopPoint:59:4015831;PONT DE SAINTCLOUD  ALBERT KAHN;0.186642409;19.35322255
RHIN ET DANUBE;1;175;672;StopPoint:59:3442588;RHIN ET DANUBEMETRO;0.065801267;67.90928393
ANCIENNE MAIRIE;1;175;738;StopPoint:59:3442586;ANCIENNE MAIRIE DE BOULOGNEBILLANCOURT;0.143013285;54.39360162
HOTEL DE VILLE DE BOULOGNEBILLANCOURT;1;175;713;StopPoint:59:3442584;HOTEL DE VILLE DE BOULOGNEBILLANCOURT;0;91.95461136
MARCEL SEMBATMETRO;1;175;688;StopPoint:59:3442582;MARCEL SEMBATMETRO;0;45.63184282
RENE DESCARTES;1;175;669;StopPoint:59:4015761;RENE DESCARTES;0;55.14565219
HENRI MARTIN;1;175;743;StopPoint:59:4015759;HENRI MARTIN;0;23.74226201
PONT DE NEUILLYMETRO;0;176;9;StopPoint:59:4023367;PONT DE NEUILLYMETRO;0;103.2385
PONT DE NEUILLYRIVE GAUCHE;0;176;10;StopPoint:59:4023369;PONT DE NEUILLY  RIVE GAUCHE;0.024624449;83.48330384
PAUL DOUMER;0;176;11;StopPoint:59:4023370;PAUL DOUMER;0;26.41140612
VICTOR HUGO;0;176;12;StopPoint:59:4023372;VICTOR HUGO;0;26.88819275
PLACE CHARRAS;0;176;13;StopPoint:59:4023374;PLACE CHARRAS;0;25.23307162
GARE DE COURBEVOIE;0;176;14;StopPoint:59:4023376;GARE DE COURBEVOIE;0;35.28522889
PLACE DU 8 MAI 1945;0;176;15;StopPoint:59:4023378;PLACE DU 8 MAI 1945;0;15.98535293
RHIN ET DANUBE;0;176;16;StopPoint:59:4023380;RHIN ET DANUBE;0;39.2520024
NORDMANN;0;176;17;StopPoint:59:4023382;NORDMANN;0;43.18654533
CHARLEBOURG;0;176;18;StopPoint:59:4472647;LA GARENNECOLOMBES  CHARLEBOURG;0.167949706;20.25820087
GARE DE LA GARENNECOLOMBES;0;176;19;StopPoint:59:4023386;GARE DE LA GARENNECOLOMBES;0;26.32641097
RUE DU COMMERCE;0;176;20;StopPoint:59:4023388;RUE DU COMMERCE;0;27.7922654
RUE DE LINDUSTRIE;0;176;21;StopPoint:59:4023390;RUE DE LINDUSTRIE;0;30.43402919
OSTYN;0;176;22;StopPoint:59:4023391;OSTYN;0;30.88065937
JACQUES ELEONOR FERME;0;176;23;StopPoint:59:4023393;JACQUES ELEONOR FERME;0;61.36098402
EGLISE DE COLOMBES;0;176;24;StopPoint:59:6456040;EGLISE DE COLOMBES;0;44.826751
GENERAL LECLERC;0;176;25;StopPoint:59:5020458;GENERAL LECLERC;0;23.72082342
FRATERNITE;0;176;26;StopPoint:59:5020459;FRATERNITE;0;16.99837033
VALMYGAMBETTASTADE;0;176;27;StopPoint:59:6456043;VALMY  GAMBETTA  STADE;0.154845745;14.28571992
BOULEVARD DACHERES;0;176;28;StopPoint:59:6456044;BOULEVARD DACHERES;0;22.24163831
COLOMBES PETIT GENNEVILLIERS;0;176;2;StopPoint:59:6456045;PETIT GENNEVILLIERS;0.070419664;29.23590493
COLOMBES PETIT GENNEVILLIERS;1;176;3;StopPoint:59:6456058;PETIT GENNEVILLIERS;0.070419664;10.21281225
BOULEVARD DACHERES;1;176;29;StopPoint:59:6456059;BOULEVARD DACHERES;0;10.20963478
VALMYGAMBETTASTADE;1;176;30;StopPoint:59:6456060;VALMY  GAMBETTA  STADE;0.154845745;19.3279498
FRATERNITE;1;176;31;StopPoint:59:6456061;FRATERNITE;0;35.84728482
EGLISE DE COLOMBES;1;176;32;StopPoint:59:4274236;EGLISE DE COLOMBES;0;22.73107497
JACQUES ELEONOR FERME;1;176;33;StopPoint:59:5020476;JACQUES ELEONOR FERME;0;8.980596219
OSTYN;1;176;34;StopPoint:59:5020477;OSTYN;0;17.50053636
GROS GRES;1;176;35;StopPoint:59:4023406;GROS GRES;0;4.247342734
RUE DU COMMERCE;1;176;36;StopPoint:59:4023389;RUE DU COMMERCE;0;14.7603731
COLBERT;1;176;37;StopPoint:59:4023407;COLBERT;0;9.749604375
CHARLEBOURG;1;176;39;StopPoint:59:4472646;LA GARENNECOLOMBES  CHARLEBOURG;0.167949706;16.26254527
NORDMANN;1;176;40;StopPoint:59:4023383;NORDMANN;0;45.85908503
RHIN ET DANUBE;1;176;41;StopPoint:59:4023381;RHIN ET DANUBE;0;5.68654326
PLACE DU 8 MAI 1945;1;176;42;StopPoint:59:4023379;PLACE DU 8 MAI 1945;0;12.76065357
GARE DE COURBEVOIE;1;176;43;StopPoint:59:4023377;GARE DE COURBEVOIE;0;25.64821864
PLACE CHARRAS;1;176;44;StopPoint:59:4023375;PLACE CHARRAS;0;18.9972159
VICTOR HUGO;1;176;45;StopPoint:59:4023373;VICTOR HUGO;0;55.50980228
PAUL DOUMER;1;176;46;StopPoint:59:4023371;PAUL DOUMER;0;31.90314125
RD 7PONT DE NEUILLY;1;176;47;StopPoint:59:4015824;RD 7  PONT DE NEUILLY;0.030138774;132.3305052
BELLINI;1;176;48;StopPoint:59:6309088;BELLINI;0;38.7330572
PONT DE NEUILLYRIVE GAUCHE;1;176;49;StopPoint:59:4472663;PONT DE NEUILLY  RIVE GAUCHE;0.024624449;5.667651693
PONT DE NEUILLYMETRO;1;176;50;StopPoint:59:4023368;PONT DE NEUILLYMETRO;0;35.23319666
GARE DE LA GARENNECOLOMBES;1;176;71;StopPoint:59:4037732;GARE DE LA GARENNECOLOMBES;0;17.9037653
GENNEVILLIERSRER;0;178;990;StopPoint:59:5775607;GENNEVILLIERS RER;0.012270403;11.89212957
PARC DES CHANTERAINES;0;178;172;StopPoint:59:5775609;PARC DES CHANTERAINES;0;43.11888755
LA DEFENSE;0;178;156;StopPoint:59:5775568;LA DEFENSEMETRORERTRAMWAY;0.266983334;4.392339074
CARON;0;178;169;StopPoint:59:4037745;CARON;0;17.48975363
FAUBOURG DE LARCHE;0;178;176;StopPoint:59:4037743;FAUBOURG DE LARCHE;0;56.14313092
NORMANDIE;0;178;183;StopPoint:59:5775574;NORMANDIE;0;22.41925345
MARCEAU;0;178;189;StopPoint:59:5775576;MARCEAU;0;26.82169617
DESTIENNE DORVES;0;178;124;StopPoint:59:5775578;DESTIENNE DORVES;0;15.02009389
REPUBLIQUECOLOMBES;0;178;128;StopPoint:59:5775580;REPUBLIQUE  COLOMBES;0.057190958;27.97252809
EUROPE;0;178;646;StopPoint:59:5775582;EUROPE;0;20.6668297
MOULIN DES BRUYERES;0;178;141;StopPoint:59:5775583;MOULIN DES BRUYERES;0;12.92155793
CHEVREUL;0;178;155;StopPoint:59:5747312;CHEVREUL;0;12.87017934
BALZAC;0;178;17;StopPoint:59:5747289;BALZAC;0;18.0801155
CHANZY;0;178;168;StopPoint:59:5747287;CHANZY;0;19.03159347
GARE DE BOISCOLOMBES;0;178;175;StopPoint:59:5747313;GARE DE BOISCOLOMBES;0;16.62186335
CAYRONCHEFSON;0;178;182;StopPoint:59:5775591;CAYRON  CHEFSON;0.091106741;20.32148518
BOURGUIGNONS;0;178;188;StopPoint:59:5747315;BOURGUIGNONS;0;14.22093641
MENIL;0;178;22;StopPoint:59:5121478;MENIL;0;45.92852811
LES AGNETTES METRO;0;178;23;StopPoint:59:5775596;LES AGNETTES;0.056120193;105.6895095
COUTURE DAUXERRE;0;178;133;StopPoint:59:5020429;COUTURE DAUXERRE;0;59.89929994
JAURESCAMELINATMAIRIE;0;178;140;StopPoint:59:5775600;JAURES  CAMELINAT  MAIRIE;0.131756858;31.57965497
DESLANDESCABOEUFS;0;178;147;StopPoint:59:5775601;DESLANDES  CABOEUFS;0.055599718;21.42618069
MOULIN DE CAGE;0;178;154;StopPoint:59:5775603;MOULIN DE CAGE;0;13.21977949
RONDPOINT P TIMBAUD;0;178;161;StopPoint:59:5775605;RONDPOINT PIERRE TIMBAUD;0.089122967;23.69348382
FAUBOURG DE LARCHE;1;178;983;StopPoint:59:4022936;FAUBOURG DE LARCHE;0;52.79970449
CARON;1;178;988;StopPoint:59:4022922;CARON;0;35.55894925
VIEUX CHEMIN DE ST DENIS;1;178;992;StopPoint:59:5775611;VIEUX CHEMIN DE SAINTDENIS  CENTRE COMMERCIAL;0.068443984;16.40316279
PARC DES CHANTERAINES;1;178;993;StopPoint:59:5775612;PARC DES CHANTERAINES;0;12.67860527
GENNEVILLIERS RER;1;178;179;StopPoint:59:5775608;GENNEVILLIERS RER;0;12.4302294
RONDPOINT P TIMBAUD;1;178;185;StopPoint:59:5775606;RONDPOINT PIERRE TIMBAUD;0.089122967;83.21998919
P TIMBAUD J LAROSE;1;178;95;StopPoint:59:5775613;RONDPOINT PIERRE TIMBAUD  JULES LAROSE;0.10245089;16.56664043
MOULIN DE CAGE;1;178;126;StopPoint:59:5775604;MOULIN DE CAGE;0;31.55447356
DESLANDESCABOEUFS;1;178;131;StopPoint:59:5775602;DESLANDES  CABOEUFS;0.055599718;20.14624376
JAURESCAMELINATMAIRIE;1;178;137;StopPoint:59:5009403;JAURES  CAMELINAT  MAIRIE;0.131756858;8.511793846
COUTURE DAUXERRE;1;178;144;StopPoint:59:5009404;COUTURE DAUXERRE;0;25.35037617
LES AGNETTES METRO;1;178;158;StopPoint:59:5775597;LES AGNETTES;0.056120193;116.2824007
MENIL;1;178;151;StopPoint:59:5121479;MENIL;0;45.50970302
BOURGUIGNONS;1;178;164;StopPoint:59:5775593;BOURGUIGNONS;0;29.86953344
ABBE GLATZ;1;178;171;StopPoint:59:5775615;ABBE GLATZ;0;10.73211586
LA PAIX;1;178;178;StopPoint:59:5775616;LA PAIX;0;80.59340035
GARE DE BOISCOLOMBES;1;178;184;StopPoint:59:5775617;GARE DE BOISCOLOMBES;0;21.4122946
CHANZY;1;178;88;StopPoint:59:5747286;CHANZY;0;14.51282068
BALZAC;1;178;125;StopPoint:59:5747288;BALZAC;0;8.622817274
CHEVREUL;1;178;130;StopPoint:59:5775618;CHEVREUL;0;15.01529471
MOULIN DES BRUYERES;1;178;136;StopPoint:59:5775584;MOULIN DES BRUYERES;0;20.99208616
EUROPE;1;178;143;StopPoint:59:4024841;EUROPE;0;50.54528289
REPUBLIQUECOLOMBES;1;178;150;StopPoint:59:5775581;REPUBLIQUE  COLOMBES;0.057190958;26.94512098
DESTIENNE DORVES;1;178;157;StopPoint:59:5775579;DESTIENNE DORVES;0;5.984601195
MARCEAU;1;178;163;StopPoint:59:5775577;MARCEAU;0;32.65184736
NORMANDIE;1;178;170;StopPoint:59:5775575;NORMANDIE;0;8.48705336
PORTE DAUTEUIL;0;241;531;StopPoint:59:4024523;PORTE DAUTEUILMETRO;0.044220991;31.49614396
FLEURISTE MUNICIPAL;0;241;156;StopPoint:59:4024525;FLEURISTE MUNICIPAL;0;56.82707504
SUZANNE LENGLEN;0;241;159;StopPoint:59:4024527;SUZANNE LENGLEN;0;52.93186351
GAMBETTA;0;241;39;StopPoint:59:3681824;GAMBETTA;0;16.06394003
HOPITAL AMBROISE PARE;0;241;164;StopPoint:59:4024531;HOPITAL AMBROISE PARE;0;110.9368299
PASSERELLE DE LAVRE;0;241;530;StopPoint:59:4024533;PASSERELLE DE LAVRE;0;35.76316171
HIPPODROME DE LONGCHAMP;0;241;177;StopPoint:59:4024534;HIPPODROME DE LONGCHAMP;0;99.61272255
ETANG DE LABBAYE;0;241;183;StopPoint:59:4024536;ETANG DE LABBAYE;0;1.120810825
LES MOULINS CAMPING;0;241;182;StopPoint:59:4024537;LES MOULINS  CAMPING;0.012170839;21.06785483
PONT DE SURESNES;0;241;35;StopPoint:59:4024538;RUE DES BOURETS  PONT DE SURESNES;0.049634024;7.41313106
SURESNES DE GAULLE;0;241;184;StopPoint:59:5251764;SURESNES DE GAULLE;0;23.73364531
MAIRIE DE SURESNES;0;241;175;StopPoint:59:6951510;MAIRIE DE SURESNES;0;20.98467993
GARE DU MONT VALERIENHOPITAL FOCH;0;241;172;StopPoint:59:6951511;GARE DU MONT VALERIEN  HOPITAL FOCH;0.016700863;16.87375657
JACQUES DECOUR;0;241;320;StopPoint:59:4024546;JACQUES DECOUR;0;50.36638061
MONT VALERIEN;0;241;37;StopPoint:59:4024430;MONT VALERIEN;0;40.29098303
