stop_name;direction_id;ligne;stop_id;stop_id_gtfs;stop_name_gtfs;jaccard;distance
CLUSERETHOPITAL FOCH;0;241;171;StopPoint:59:4024428;CLUSERET  HOPITAL FOCH;0.04967111;103.1937983
LES BONS RAISINS;0;241;170;StopPoint:59:4024426;LES BONS RAISINS;0;19.78789466
EDOUARD VAILLANT;0;241;169;StopPoint:59:4024424;EDOUARD VAILLANT;0;67.60506206
PLACE JEAN JAURES;0;241;191;StopPoint:59:6951529;PLACE JEAN JAURES;0;42.77719494
PLACE DE LA PAIX;0;241;29;StopPoint:59:6951530;PLACE DE LA PAIX;0;26.53266885
STRESEMANN;0;241;193;StopPoint:59:4024559;STRESEMANN;0;11.08714958
STALINGRAD;0;241;168;StopPoint:59:4024561;STALINGRAD;0;8.383157013
GROTIUS;0;241;196;StopPoint:59:4024563;GROTIUS;0;6.151439222
LES MAZURIERES;0;241;167;StopPoint:59:4024002;LES MAZURIERES;0;34.35323837
VICTORIEN SARDOU;0;241;199;StopPoint:59:4024000;VICTORIEN SARDOU;0;40.59754695
AVENUE DU MONT VALERIEN;0;241;202;StopPoint:59:4024568;AVENUE DU MONT VALERIEN;0;21.65468385
08-may-45;0;241;27;StopPoint:59:5761356;8 MAI 1945;0.454455274;31.41810966
LES GERANIUMS;0;241;203;StopPoint:59:4024572;LES GERANIUMS;0;48.62739338
EUGENE SUE;0;241;166;StopPoint:59:4024574;EUGENE SUE;0;15.10246697
VOLTAIRE;0;241;205;StopPoint:59:4024576;VOLTAIRE;0;83.65440176
FABRE DEGLANTINE;0;241;207;StopPoint:59:4024578;FABRE DEGLANTINE;0;7.93472381
DANTON GAMBETTA;0;241;209;StopPoint:59:4024580;DANTONGAMBETTA;0.017392631;6.464051132
LIENARD;0;241;211;StopPoint:59:4024582;LIENARD;0;18.05665112
LE GUE;0;241;213;StopPoint:59:4024584;LE GUE;0;35.88025813
BROSSOLETTE;0;241;215;StopPoint:59:4024586;BROSSOLETTE;0;20.49823366
BAUDIN;0;241;217;StopPoint:59:4024588;BAUDIN;0;87.2477834
COLMAR;0;241;219;StopPoint:59:4025042;COLMAR;0;18.91549886
RUEILMALMAISON;1;241;20;StopPoint:59:4024593;RUEILMALMAISON RER;0.08590947;28.01531657
COLMAR;1;241;220;StopPoint:59:4025043;COLMAR;0;46.29653979
BAUDIN;1;241;218;StopPoint:59:4025041;BAUDIN;0;98.49057343
BROSSOLETTE;1;241;216;StopPoint:59:4024602;BROSSOLETTE;0;11.14237492
LE GUE;1;241;214;StopPoint:59:4024585;LE GUE;0;29.58912806
LIENARD;1;241;212;StopPoint:59:4024583;LIENARD;0;22.44305537
DANTON GAMBETTA;1;241;210;StopPoint:59:4024581;DANTONGAMBETTA;0.017392631;18.67028287
FABRE DEGLANTINE;1;241;208;StopPoint:59:4024579;FABRE DEGLANTINE;0;35.47037768
VOLTAIRE;1;241;206;StopPoint:59:4024577;VOLTAIRE;0;77.47926129
EUGENE SUE;1;241;165;StopPoint:59:4024608;EUGENE SUE;0;23.77959535
LES GERANIUMS;1;241;204;StopPoint:59:4024609;LES GERANIUMS;0;26.78824432
08-may-45;1;241;28;StopPoint:59:5761357;8 MAI 1945;0.454455274;20.62812784
AVENUE DU MONT VALERIEN;1;241;201;StopPoint:59:4024611;AVENUE DU MONT VALERIEN;0;21.29709744
VICTORIEN SARDOU;1;241;200;StopPoint:59:4023999;VICTORIEN SARDOU;0;9.678534509
LES MAZURIERES;1;241;198;StopPoint:59:4024001;LES MAZURIERES;0;67.43900221
MAISTRASSE;1;241;197;StopPoint:59:4024594;MAISTRASSE;0;8.833965425
STALINGRAD;1;241;195;StopPoint:59:4024562;STALINGRAD;0;3.760792338
STRESEMANN;1;241;194;StopPoint:59:4024560;STRESEMANN;0;7.842256686
PLACE DE LA PAIX;1;241;30;StopPoint:59:4024617;PLACE DE LA PAIX;0;72.16109076
PLACE JEAN JAURES;1;241;192;StopPoint:59:5251775;PLACE JEAN JAURES;0;36.66856863
CROIX DU ROY;1;241;190;StopPoint:59:4024422;CROIX DU ROY;0;8.247907446
EDOUARD VAILLANT;1;241;189;StopPoint:59:4024423;EDOUARD VAILLANT;0;16.56884276
LES BONS RAISINS;1;241;188;StopPoint:59:4024425;LES BONS RAISINS;0;20.42906338
CLUSERETHOPITAL FOCH;1;241;187;StopPoint:59:4024427;CLUSERET  HOPITAL FOCH;0.04967111;93.28874375
MONT VALERIEN;1;241;174;StopPoint:59:4024429;MONT VALERIEN;0;15.01626821
JACQUES DECOUR;1;241;321;StopPoint:59:4024547;JACQUES DECOUR;0;35.97557368
GARE DU MONT VALERIENHOPITAL FOCH;1;241;173;StopPoint:59:4024545;GARE DU MONT VALERIEN  HOPITAL FOCH;0.016700863;13.36657167
MAIRIE DE SURESNES;1;241;186;StopPoint:59:4024543;MAIRIE DE SURESNES;0;3.510405835
SURESNES DE GAULLE;1;241;185;StopPoint:59:4024269;SURESNES DE GAULLE;0;54.44004334
PONT DE SURESNES;1;241;36;StopPoint:59:5251763;RUE DES BOURETS  PONT DE SURESNES;0.049634024;14.86686461
LES MOULINS CAMPING;1;241;538;StopPoint:59:4473096;LES MOULINS  CAMPING;0.012170839;22.5036304
HIPPODROME DE LONGCHAMP;1;241;176;StopPoint:59:4024535;HIPPODROME DE LONGCHAMP;0;101.8618491
PASSERELLE DE LAVRE;1;241;178;StopPoint:59:4024598;PASSERELLE DE LAVRE;0;48.06117265
HOPITAL AMBROISE PARE;1;241;162;StopPoint:59:4024532;HOPITAL AMBROISE PARE;0;26.89816072
GAMBETTA;1;241;38;StopPoint:59:3681823;GAMBETTA;0;11.17161171
SUZANNE LENGLEN;1;241;158;StopPoint:59:4024528;SUZANNE LENGLEN;0;38.94476411
FLEURISTE MUNICIPAL;1;241;157;StopPoint:59:4024526;FLEURISTE MUNICIPAL;0;4.348156587
JARDIN DACCLIMATATION;0;244;248;StopPoint:59:5251750;JARDIN DACCLIMATATION;0;13.53538469
ROUTE DE LA MUETTE;0;244;249;StopPoint:59:5251752;ROUTE DE LA MUETTE;0;10.16156949
ROUTE DES LACS;0;244;250;StopPoint:59:5251754;ROUTE DES LACS;0;20.77721729
LES MOULINSCAMPING;0;244;252;StopPoint:59:4024537;LES MOULINS  CAMPING;0.055088817;22.35814327
RUE DES BOURETSPONT DE SURESNES;0;244;311;StopPoint:59:4024538;RUE DES BOURETS  PONT DE SURESNES;0.012992783;6.739923952
SURESNES DE GAULLE;0;244;312;StopPoint:59:5251764;SURESNES DE GAULLE;0;27.34356068
SURESNESLONGCHAMP;0;244;255;StopPoint:59:4024270;LONGCHAMP;0.358499701;19.33464148
GARIBALDI;0;244;256;StopPoint:59:5251768;GARIBALDI;0;90.44483489
VAL DOR;0;244;257;StopPoint:59:4024216;VAL DOR;0;19.36772215
CROIX DU ROY;0;244;275;StopPoint:59:4024218;CROIX DU ROY;0;10.47648238
PLACE JEAN JAURES;0;244;259;StopPoint:59:6951529;PLACE JEAN JAURES;0;33.94101143
PLACE DE LA PAIX;0;244;260;StopPoint:59:6951530;PLACE DE LA PAIX;0;27.7396408
LES HOUTRAITS;0;244;261;StopPoint:59:5251777;LES HOUTRAITS;0;14.80282851
08-may-45;0;244;280;StopPoint:59:5761356;8 MAI 1945;0.454455274;25.89154052
RUE DE LA PAIX;0;244;263;StopPoint:59:5251781;RUE DE LA PAIX;0;66.56833198
LES GODARDES;0;244;264;StopPoint:59:5761360;LES GODARDES;0;16.03757396
EDMOND ROSTAND;0;244;230;StopPoint:59:5251785;EDMOND ROSTAND;0;20.66819204
HOPITAL STELL;0;244;266;StopPoint:59:5251787;HOPITAL STELL;0;52.09658408
LE GUE;0;244;267;StopPoint:59:4024584;LE GUE;0;39.19361064
RUEILVILLE;0;244;269;StopPoint:59:5251791;RUEIL  VILLE;0.087129071;9.424492635
ALBERT 1ERRUEIL VILLE;0;244;268;StopPoint:59:4025039;ALBERT 1ER  RUEIL  VILLE;0.056500457;7.380234264
BAUDIN;0;244;270;StopPoint:59:4025040;BAUDIN;0;32.37115568
COLMAR;0;244;839;StopPoint:59:4025042;COLMAR;0;23.19495273
JARDIN DACCLIMATATION;0;244;840;StopPoint:59:5761327;JARDIN DACCLIMATATION;0;90.92329072
BAGATELLEPRE CATELAN;0;244;251;StopPoint:59:5251756;BAGATELLE  PRE CATELAN;0.03324492;14.62273755
CARREFOUR DE LONGCHAMP;0;244;222;StopPoint:59:5251758;CARREFOUR DE LONGCHAMP;0;49.66921431
PORTE MAILLOT;0;244;12;StopPoint:59:5251748;PORTE MAILLOT  METRO  RER;0.148227541;13.06763524
FONDATION LOUIS VUITTON;0;244;841;StopPoint:59:5761329;FONDATION L VUITTON;0.027771156;24.27565311
PORTE DE MADRID;0;244;842;StopPoint:59:5761331;PORTE DE MADRID;0;21.53048534
RUEILMALMAISON RER;1;244;11;StopPoint:59:5251795;RUEILMALMAISON RER;0;77.98195357
LES MARTINETS;1;244;224;StopPoint:59:5761375;LES MARTINETS;0;81.11956619
GENEVIEVE COUTURIER;1;244;226;StopPoint:59:5761376;GENEVIEVE COUTURIER;0;8.716246788
RUEILVILLE;1;244;227;StopPoint:59:5251792;RUEIL  VILLE;0.087129071;27.70998706
LE GUE;1;244;228;StopPoint:59:4024585;LE GUE;0;28.60558089
HOPITAL STELL;1;244;229;StopPoint:59:5251788;HOPITAL STELL;0;9.76178355
EDMOND ROSTAND;1;244;265;StopPoint:59:5251786;EDMOND ROSTAND;0;6.147339919
LES GODARDES;1;244;231;StopPoint:59:5761361;LES GODARDES;0;10.82476875
RUE DE LA PAIX;1;244;232;StopPoint:59:5251782;RUE DE LA PAIX;0;7.963792367
08-may-45;1;244;233;StopPoint:59:5761357;8 MAI 1945;0.454455274;29.73707118
LES HOUTRAITS;1;244;234;StopPoint:59:5251778;LES HOUTRAITS;0;11.62359484
PLACE DE LA PAIX;1;244;235;StopPoint:59:5251799;PLACE DE LA PAIX;0;9.089783768
PLACE JEAN JAURES;1;244;236;StopPoint:59:5251775;PLACE JEAN JAURES;0;14.86855643
CROIX DU ROY;1;244;237;StopPoint:59:4024219;CROIX DU ROY;0;2.543669457
VAL DOR;1;244;238;StopPoint:59:4024217;VAL DOR;0;85.18428526
GARIBALDI;1;244;239;StopPoint:59:5251769;GARIBALDI;0;56.64504681
SURESNESLONGCHAMP;1;244;240;StopPoint:59:5251767;LONGCHAMP;0.358499701;16.91256975
SURESNES DE GAULLE;1;244;241;StopPoint:59:5251765;SURESNES DE GAULLE;0;12.85699603
RUE DES BOURETSPONT DE SURESNES;1;244;242;StopPoint:59:5251763;RUE DES BOURETS  PONT DE SURESNES;0.012992783;18.83695859
LES MOULINSCAMPING;1;244;243;StopPoint:59:5251761;LES MOULINS  CAMPING;0.055088817;116.2852729
CARREFOUR DE LONGCHAMP;1;244;244;StopPoint:59:5251759;CARREFOUR DE LONGCHAMP;0;10.93415593
BAGATELLEPRE CATELAN;1;244;223;StopPoint:59:5251757;BAGATELLE  PRE CATELAN;0.03324492;22.97044123
ROUTE DES LACS;1;244;246;StopPoint:59:5251755;ROUTE DES LACS;0;25.01273514
ROUTE DE LA MUETTE;1;244;247;StopPoint:59:5251753;ROUTE DE LA MUETTE;0;33.84567871
JARDIN DACCLIMATATION;1;244;221;StopPoint:59:5251751;JARDIN DACCLIMATATION;0;16.5689978
PORTE DE MADRID;1;244;843;StopPoint:59:5761332;PORTE DE MADRID;0;42.93514688
FONDATION LOUIS VUITTON;1;244;844;StopPoint:59:5761330;FONDATION L VUITTON;0.027771156;23.7477304
JARDIN DACCLIMATATION;1;244;845;StopPoint:59:5761328;JARDIN DACCLIMATATION;0;15.00855391
LA DEFENSE;0;258;7;StopPoint:59:5775569;LA DEFENSEM;NA;NA
LES BOUVETS;0;258;9;StopPoint:59:6195742;LES BOUVETS;0;20.04525068
LES GRAVIERS;0;258;10;StopPoint:59:6195735;LES GRAVIERS;0;13.3246882
LES BERGERES;0;258;11;StopPoint:59:6195731;LES BERGERES;0;10.20880163
CRAIOVA;0;258;12;StopPoint:59:3877784;CRAIOVA;0;82.28288005
LES FONTENELLES;0;258;13;StopPoint:59:3877785;LES FONTENELLES;0;28.1088225
FELIX FAURE;0;258;14;StopPoint:59:6195723;FELIX FAURE;0;25.91643146
CLEMENCEAUSADI CARNOT;0;258;15;StopPoint:59:6195749;CLEMENCEAU  SADI CARNOT;0.040646891;62.66208548
LA SOURCE;0;258;16;StopPoint:59:4208626;LA SOURCE;0;27.26916623
PCE BOULECLEMENCEAU;0;258;17;StopPoint:59:6195717;PLACE DE LA BOULE  CLEMENCEAU;0.107748505;23.72370842
PCE BOULEJOFFRE;0;258;18;StopPoint:59:6187528;PLACE DE LA BOULE  JOFFRE;0.181376199;15.40696691
SAINTE GENEVIEVE;0;258;19;StopPoint:59:6195727;SAINTEGENEVIEVE;0.01197648;15.09098761
BOULEVARD NATIONAL;0;258;20;StopPoint:59:4473064;BOULEVARD NATIONAL;0;25.48485699
GABRIEL PERI;0;258;21;StopPoint:59:4473065;GABRIEL PERI;0;13.89651683
RUEIL VILLE;0;258;22;StopPoint:59:6187535;RUEIL  VILLE;0.020042113;17.47510974
DANIELLE CASANOVA;0;258;23;StopPoint:59:6187537;DANIELLE CASANOVA;0;39.10268861
BOIS PREAU;0;258;24;StopPoint:59:6187539;BOIS PREAU;0;27.44440455
LE CHATEAU;0;258;25;StopPoint:59:6187541;LE CHATEAU;0;43.86888261
ECOLE LA MALMAISON;0;258;26;StopPoint:59:6187543;ECOLE LA MALMAISON;0;10.88037481
LE PARC;0;258;27;StopPoint:59:6187545;LE PARC;0;12.12195692
LA DEFENSE;0;258;165;StopPoint:59:6195713;LA DEFENSEMETRORERTRAMWAY;0.266983334;25.07856817
CRAIOVA;1;258;257;StopPoint:59:5653471;CRAIOVA;0;20.26073797
LA JONCHERE;1;258;56;StopPoint:59:6187548;LA JONCHERE;0;31.42678818
LE PARC;1;258;57;StopPoint:59:6187546;LE PARC;0;38.41011038
ECOLE LA MALMAISON;1;258;58;StopPoint:59:6187544;ECOLE LA MALMAISON;0;22.27203581
LE CHATEAU;1;258;59;StopPoint:59:6187542;LE CHATEAU;0;20.42480692
BOIS PREAU;1;258;60;StopPoint:59:6187540;BOIS PREAU;0;14.46848538
DANIELLE CASANOVA;1;258;61;StopPoint:59:6195726;DANIELLE CASANOVA;0;15.3943322
RUEIL VILLE;1;258;62;StopPoint:59:5251792;RUEIL  VILLE;0.020042113;12.78623824
GABRIEL PERI;1;258;63;StopPoint:59:4473066;GABRIEL PERI;0;50.7946366
BOULEVARD NATIONAL;1;258;64;StopPoint:59:6217419;BOULEVARD NATIONAL;0;37.26680065
SAINTE GENEVIEVE;1;258;65;StopPoint:59:6195728;SAINTEGENEVIEVE;0.01197648;12.65069279
LES BERGERESMARCHE;1;258;259;StopPoint:59:6195753;LES BERGERES  MARCHE;0.036913175;17.52346096
PCE BOULECLEMENCEAU;1;258;67;StopPoint:59:6578326;PLACE DE LA BOULE  CLEMENCEAU;0.107748505;29.69281238
LA SOURCE;1;258;68;StopPoint:59:3877792;LA SOURCE;0;286.4544858
CLEMENCEAUSADI CARNOT;1;258;69;StopPoint:59:6195750;CLEMENCEAU  SADI CARNOT;0.040646891;11.09453019
FELIX FAURE;1;258;70;StopPoint:59:6195724;FELIX FAURE;0;25.58738262
LES FONTENELLES;1;258;71;StopPoint:59:3877786;LES FONTENELLES;0;88.32116364
LES BERGERES;1;258;72;StopPoint:59:6195732;LES BERGERES;0;18.66324489
LES GRAVIERS;1;258;73;StopPoint:59:6195736;LES GRAVIERS;0;7.980447256
LES BOUVETS;1;258;74;StopPoint:59:6195743;LES BOUVETS;0;20.37650367
NANTERREAFRANCE;0;259;1245;StopPoint:59:6217334;NANTERRE  ANATOLE FRANCE;0.087888531;25.40502254
NANTERREUNIVERSITE RER;0;259;1246;StopPoint:59:6456126;NANTERRE  UNIVERSITE RER;0.024964388;21.58592693
17-oct-61;0;259;1247;StopPoint:59:6187504;17 OCTOBRE 1961;0.2;40.14761352
NANTERREPREFECTURE RER;0;259;1248;StopPoint:59:6456075;NANTERRE  PREFECTURE RER;0.021255083;98.64839659
ESPLANADE CDG;0;259;1249;StopPoint:59:6187508;ESPLANADE CHARLES DE GAULLE;0.107827702;83.48831837
MARCEL PAUL;0;259;1250;StopPoint:59:7069333;MARCEL PAUL;0;18.76325659
PREFECTURE HDESEINE;0;259;1251;StopPoint:59:7069334;PREFECTURE DES HAUTSDESEINE;0.043145291;17.17261772
JOLIOTCURIECOURBEVOIE;0;259;1252;StopPoint:59:5150174;JOLIOTCURIE  COURBEVOIE;0.037049987;35.86291182
LIBERTE;0;259;1253;StopPoint:59:4023200;LIBERTE;0;12.05272484
LES CHAMPS PIERREUX;0;259;1254;StopPoint:59:6187518;LES CHAMPS PIERREUX;0;28.42370223
LE CHAT PERCHE;0;259;1255;StopPoint:59:6187520;LE CHAT PERCHE;0;40.00459704
CARRIERS;0;259;1256;StopPoint:59:6187522;CARRIERS;0;13.62253704
SADI CARNOTJOLIOT CURIE;0;259;1257;StopPoint:59:4024318;SADI CARNOT  JOLIOT CURIE;0.032496833;63.37620174
PLACE DE LA BOULEJCURIE;0;259;1258;StopPoint:59:5419727;PLACE DE LA BOULE  JOLIOT CURIE;0.061242585;76.34908566
PLACE DE LA BOULEJOFFRE;0;259;1259;StopPoint:59:6187528;PLACE DE LA BOULE  JOFFRE;0.024360148;18.12661648
SAINTEGENEVIEVE;0;259;1260;StopPoint:59:6195727;SAINTEGENEVIEVE;0;8.462889196
BOULEVARD NATIONAL;0;259;1261;StopPoint:59:4473064;BOULEVARD NATIONAL;0;1.496159902
GABRIEL PERI;0;259;1262;StopPoint:59:4473065;GABRIEL PERI;0;58.3402117
RUEILVILLE;0;259;1263;StopPoint:59:6187535;RUEIL  VILLE;0.087129071;75.49562989
DANIELLE CASANOVA;0;259;1264;StopPoint:59:6187537;DANIELLE CASANOVA;0;16.40729313
BOIS PREAU;0;259;1301;StopPoint:59:6187539;BOIS PREAU;0;37.53854262
LE CHATEAU;0;259;1265;StopPoint:59:6187541;LE CHATEAU;0;14.42344833
ECOLE LA MALMAISON;0;259;1266;StopPoint:59:6187543;ECOLE LA MALMAISON;0;15.0191936
LE PARC;0;259;1267;StopPoint:59:6187545;LE PARC;0;11.48238863
LA JONCHERE;0;259;1268;StopPoint:59:6187547;LA JONCHERE;0;17.43053279
MAISON ROUGE;0;259;1269;StopPoint:59:6187550;MAISON ROUGE;0;20.06470012
LA CHAUSSEEMTOURGUENIEV;0;259;1270;StopPoint:59:6187551;LA CHAUSSEE  MUSEE TOURGUENIEV;0.051953445;192.9302342
PONT DE BOUGIVAL;0;259;1271;StopPoint:59:6187553;PONT DE BOUGIVAL;0;29.33687063
LA PASSERELLE;0;259;1272;StopPoint:59:6187555;LA PASSERELLE;0;50.77428717
LA MACHINE;0;259;1273;StopPoint:59:6187557;LA MACHINE;0;43.17573666
PAVILLON HALEVY;0;259;1274;StopPoint:59:6187559;PAVILLON HALEVY;0;30.27189144
BAS PRUNAY;0;259;1275;StopPoint:59:6187562;BAS PRUNAY;0;16.29163209
JAURES;0;259;1276;StopPoint:59:6187563;JAURES;0;23.55944883
VAL ANDRE;0;259;1277;StopPoint:59:6187565;VAL ANDRE;0;32.76432294
LERMITAGE;0;259;1278;StopPoint:59:6187567;LERMITAGE;0;54.71059224
ALEXANDRE BERTRAND;0;259;1279;StopPoint:59:6187570;ALEXANDRE BERTRAND;0;25.42196925
GIRAUD TEULON;0;259;1280;StopPoint:59:6187571;GIRAUD TEULON;0;17.88525508
PLACE ROYALE;0;259;1281;StopPoint:59:6187572;PLACE ROYALE;0;21.60223566
SAINTGERMAINENLAYE RER;1;259;1283;StopPoint:59:6187575;SAINTGERMAINENLAYE RER;0;23.44385402
PLACE ROYALE;1;259;1284;StopPoint:59:6187573;PLACE ROYALE;0;23.63192352
ALEXANDRE BERTRAND;1;259;1285;StopPoint:59:6187569;ALEXANDRE BERTRAND;0;3.499914938
LERMITAGE;1;259;1286;StopPoint:59:6187568;LERMITAGE;0;27.53637809
VAL ANDRE;1;259;1287;StopPoint:59:6187566;VAL ANDRE;0;19.39397407
JAURES;1;259;1288;StopPoint:59:6187564;JAURES;0;14.74461778
BAS PRUNAY;1;259;1289;StopPoint:59:6187561;BAS PRUNAY;0;26.93441191
PAVILLON HALEVY;1;259;1290;StopPoint:59:6187560;PAVILLON HALEVY;0;22.90843362
LA MACHINE;1;259;1291;StopPoint:59:6187558;LA MACHINE;0;33.0545695
LA PASSERELLE;1;259;1292;StopPoint:59:6187556;LA PASSERELLE;0;56.89961285
PONT DE BOUGIVAL;1;259;1293;StopPoint:59:6187554;PONT DE BOUGIVAL;0;337.8492438
LA CHAUSSEEMTOURGUENIEV;1;259;1294;StopPoint:59:6187552;LA CHAUSSEE  MUSEE TOURGUENIEV;0.051953445;209.6446783
MAISON ROUGE;1;259;1295;StopPoint:59:6187549;MAISON ROUGE;0;2.814524701
LA JONCHERE;1;259;1296;StopPoint:59:6187548;LA JONCHERE;0;82.20939005
LE PARC;1;259;1297;StopPoint:59:6187546;LE PARC;0;18.27328583
ECOLE LA MALMAISON;1;259;1298;StopPoint:59:6187544;ECOLE LA MALMAISON;0;17.81713909
LE CHATEAU;1;259;1299;StopPoint:59:6187542;LE CHATEAU;0;80.94372089
BOIS PREAU;1;259;1300;StopPoint:59:6187540;BOIS PREAU;0;22.92846029
DANIELLE CASANOVA;1;259;1302;StopPoint:59:6195726;DANIELLE CASANOVA;0;19.91827199
RUEILVILLE;1;259;1303;StopPoint:59:5251792;RUEIL  VILLE;0.087129071;24.87403377
GABRIEL PERI;1;259;1304;StopPoint:59:4473066;GABRIEL PERI;0;43.25444282
BOULEVARD NATIONAL;1;259;1305;StopPoint:59:6217419;BOULEVARD NATIONAL;0;23.54882773
SAINTEGENEVIEVE;1;259;1306;StopPoint:59:6195728;SAINTEGENEVIEVE;0;20.63631184
PLACE DE LA BOULEJCURIE;1;259;1307;StopPoint:59:6187527;PLACE DE LA BOULE  JOLIOT CURIE;0.061242585;29.4766328
SADI CARNOTJOLIOT CURIE;1;259;1308;StopPoint:59:6187525;SADI CARNOT  JOLIOT CURIE;0.032496833;33.13981415
CARRIERS;1;259;1309;StopPoint:59:6187523;CARRIERS;0;21.21804973
LE CHAT PERCHE;1;259;1310;StopPoint:59:6187521;LE CHAT PERCHE;0;15.32478654
LES CHAMPS PIERREUX;1;259;1311;StopPoint:59:6187519;LES CHAMPS PIERREUX;0;30.17011788
LIBERTE;1;259;1312;StopPoint:59:4023199;LIBERTE;0;47.75169879
THEATRE DES AMANDIERS;1;259;1313;StopPoint:59:6187515;THEATRE DES AMANDIERS;0;29.98472637
JOLIOTCURIECOURBEVOIE;1;259;1314;StopPoint:59:7069327;JOLIOTCURIE  COURBEVOIE;0.037049987;30.20031744
MARCEL PAUL PREFECTURE;1;259;1315;StopPoint:59:7069329;MARCEL PAUL  PREFECTURE;0.008130216;9.303760986
ESPLANADE CDG;1;259;1316;StopPoint:59:7069330;ESPLANADE CHARLES DE GAULLE;0.107827702;23.19810875
NANTERREPREFECTURE RER;1;259;1317;StopPoint:59:7069331;NANTERRE  PREFECTURE RER;0.021255083;120.4144271
17-oct-61;1;259;1318;StopPoint:59:6187505;17 OCTOBRE 1961;0.2;29.38094583
NANTERREUNIVERSITE RER;1;259;1319;StopPoint:59:6456127;NANTERRE  UNIVERSITE RER;0.024964388;26.87490444
CLAUDE REGAUD;0;27;27002;StopPoint:59:3893388;CLAUDE REGAUD;0;21.10679435
GARE SAINT LAZARE;0;27;27001;StopPoint:59:3893335;GARE SAINTLAZARE;0.013936397;3.539115651
HAVREHAUSSMANN;0;27;27086;StopPoint:59:3747811;HAVRE  HAUSSMANN;0.069050664;32.44444553
AUBER;0;27;27087;StopPoint:59:3747813;AUBER;0;25.15307471
OPERA;0;27;27088;StopPoint:59:3764800;OPERA;0;56.56843885
OPERA4 SEPTEMBRE;0;27;27089;StopPoint:59:3764802;OPERA  4 SEPTEMBRE;0.04967111;12.34736146
PYRAMIDES;0;27;27090;StopPoint:59:3764804;PYRAMIDES;0;22.29159004
PALAIS ROYALCOMEDIE FRANCAISE;0;27;27091;StopPoint:59:3893347;PALAIS ROYAL  COMEDIE FRANCAISE;0.022493099;11.4313869
QUAI FRANCOIS MITTERRAND;0;27;27092;StopPoint:59:5727699;QUAI FRANCOIS MITTERRAND;0;10.85435682
PONT DES ARTS;0;27;27093;StopPoint:59:5727700;PONT DES ARTS;0;20.69796858
PONT NEUFQUAI DU LOUVRE;0;27;27094;StopPoint:59:3893351;PONT NEUF  QUAI DU LOUVRE;0.026005138;41.91675591
PONT NEUFQUAI DES ORFEVRES;0;27;27095;StopPoint:59:3893352;PONT NEUF  QUAI DES ORFEVRES;0.023591778;14.28713037
PONT SAINT MICHELQUAI DES ORFEVRES;0;27;27096;StopPoint:59:3716885;PONT SAINTMICHEL  QUAI DES ORFEVRES;0.004504527;52.08281037
SAINT MICHELSAINT GERMAIN;0;27;27097;StopPoint:59:3764619;SAINTMICHEL  SAINTGERMAIN;0;75.8510568
LES ECOLES;0;27;27098;StopPoint:59:3764620;LES ECOLES;0;30.97613193
LUXEMBOURG;0;27;27099;StopPoint:59:3764816;LUXEMBOURG;0;3.895209657
SAINT JACQUESGAY LUSSAC;0;27;27100;StopPoint:59:3764818;SAINTJACQUES  GAYLUSSAC;0;20.20005307
FEUILLANTINES;0;27;27101;StopPoint:59:3764820;FEUILLANTINES;0;29.53112123
BERTHOLLETVAUQUELIN;0;27;27102;StopPoint:59:3893362;BERTHOLLET  VAUQUELIN;0.052669067;15.22665285
MONGECLAUDE BERNARD;0;27;27103;StopPoint:59:3893364;MONGE  CLAUDE BERNARD;0.048477316;8.08398639
LES GOBELINS;0;27;27104;StopPoint:59:3893366;LES GOBELINS;0;20.15096151
BANQUIER;0;27;27105;StopPoint:59:3893367;BANQUIER;0;28.69736702
PLACE DITALIEMAIRIE DU 13 E;0;27;27106;StopPoint:59:3893369;PLACE DITALIE  MAIRIE DU 13E;0.004772498;23.66441997
PLACE DITALIE;0;27;27107;StopPoint:59:3893370;PLACE DITALIE;0;21.24040038
LES ALPES;0;27;27126;StopPoint:59:3893372;LES ALPES;0;18.6985533
NATIONALE;0;27;27127;StopPoint:59:3893374;NATIONALE;0;24.28743126
CLISSON;0;27;27128;StopPoint:59:3893376;CLISSON;0;20.23629865
JEANNE DARCEGLISE DE LA GARE;0;27;27146;StopPoint:59:3893378;JEANNE DARC  EGLISE DE LA GARE;0.014861992;13.87661641
PATAYTOLBIAC;0;27;27147;StopPoint:59:3893380;PATAY  TOLBIAC;0.087129071;43.97368028
OUDINE;0;27;27148;StopPoint:59:3893382;OUDINE;0;28.2094101
REGNAULT;0;27;27149;StopPoint:59:3893384;REGNAULT;0;8.999226401
PORTE DE VITRY;0;27;27150;StopPoint:59:3893386;PORTE DE VITRY;0;12.77925315
PETITS CHAMPSDANIELLE CASANOVA;1;27;27;StopPoint:59:3893400;PETITS CHAMPS  DANIELLE CASANOVA;0.021768024;39.08119696
PORTE DIVRY;1;27;9;StopPoint:59:3893390;PORTE DIVRY;0;11.66136698
MASSENADARMESTETER;1;27;27006;StopPoint:59:3893391;MASSENA  DARMESTETER;0.039231077;44.2789019
PORTE DE VITRY;1;27;27007;StopPoint:59:3893387;PORTE DE VITRY;0;61.69963004
REGNAULT;1;27;27008;StopPoint:59:3893385;REGNAULT;0;22.15793962
OUDINE;1;27;27009;StopPoint:59:3893383;OUDINE;0;31.81951356
PATAYTOLBIAC;1;27;27010;StopPoint:59:3893381;PATAY  TOLBIAC;0.087129071;13.7339459
